1003,5.5
1011,2.5
1013,5
1016,0
1017,22
1018,9.5
1021,0
1027,16
1029,28.5
1032,1.5
1033,11
1038,-1
1040,9
1048,1.5
1055,3
1056,0
1057,-1
1079,21.5
1080,4
1086,0
1091,8
1095,2
1096,1.5
1098,0
1099,13
1103,20
1105,7.5
1110,24.5
1114,10
1118,-11
1124,34.5
1129,4
1130,6
1136,26
1145,26.5
1148,2
1149,1
1151,43
1153,7.5
1161,35.5
1163,14
1166,38.5
1168,2
1169,3
1170,36
1171,0
1173,6
1174,0
1176,0
1184,33
1188,0
1189,6
1190,36
1197,39.5
1198,37.5
1200,-3.5
1202,10
1203,35.5
1204,26.5
1209,7.5
1210,0
1217,10.5
1218,12
1229,1
1230,0
1234,1.5
1235,0
1237,0
1244,2.5
1249,0
1254,1
1257,0
1271,-3.5
1272,1
1275,0
1278,0
1281,15
1283,0
1286,11
1292,15.5
1296,23
1297,0
1298,0
1299,14.5
1301,3.5
1305,1.5
1306,8
1307,15.5
1308,0
1310,0
1311,-1
1312,0
1313,1.5
1315,8
1316,1.5
1318,18
1321,3.5
1330,5
1332,0
1333,9.5
1334,9.5
1337,0
1337,0
1346,7
1349,47
1353,42.5
1363,0
1368,30
1370,0
1379,10
1385,0
1398,21
1404,1
1407,7.5
1408,0
1414,23
1424,22.5
1424,0
1430,0
1451,23.5
1454,0
1457,15
1461,1.5
1470,9
1496,0
1518,-1
1523,0
1530,10
1541,0
1546,27
1548,13.5
1552,40
1567,0
1595,23
1597,0
1598,3.5
1603,0
1603,0
1617,0
1778,12
3018,0
3025,3
3026,0
3036,9.5
3054,1
3055,14.5
3060,49.5
3063,3.5
3071,22.5
3072,0
3074,17.5
3079,84.5
3080,0
3086,0
3087,13.5
3101,173.5
3102,4
3107,9.5
3117,5
3121,18.5
3122,30
3141,0
3155,2.5
3157,0
3159,13.5
3163,16.5
3167,-1
3177,116.5
3184,-3
3186,49
3187,0
3188,6
3190,-2.5
3201,0
3207,31.5
3208,35
3227,7
3228,25.5
3230,0
3235,63.5
3238,66
3240,3
3246,1.5
3252,52
3253,22.5
3254,4
3255,0
3258,0
3265,7
3288,0
3291,0
3296,0
3297,18.5
3301,6
3303,27
3307,0
3310,14.5
3314,13
3316,8.5
3319,7
3328,1.5
3335,0
3336,9
3347,10
3376,30.5
3379,32
3380,0
3382,11
3383,8.5
3384,1.5
3389,3
3394,0
3399,28.5
3404,25
3406,1.5
3410,3
3411,21.5
3418,39
3429,32
3432,24
3434,19
3443,0
3445,1.5
3450,4.5
3453,8.5
3456,0
3465,120
3473,8
3482,0
3484,0
3492,30
3500,94
3526,0
3527,12.5
3530,24
3534,5.5
3541,4.5
3543,49.5
3549,53
3564,7
3571,8
3572,15.5
3588,4
3594,0
3603,0
3612,5
3617,0
3618,0
3620,0
3624,0
3625,1
3635,39.5
3650,2
3655,9
3662,6
3670,6
3671,23
3674,66.5
3677,16
3684,0
3692,29
3693,0
3707,23.5
3709,0
3721,0
3730,23
3736,1.5
3738,89.5
3743,5.5
3752,0
3761,-2.5
3778,17.5
3780,9.5
3784,6
3787,0
3800,0
3807,19.5
3823,80.5
3827,11
3834,-0.5
3836,17.5
3837,4.5
3838,94
3841,58
3843,3
3844,12.5
3855,104.5
3856,6
3859,2.5
3865,28.5
3866,30.5
3868,3
3878,0
3888,13
3890,17
3891,24.5
3896,3.5
3897,0
3898,11
3909,1
3923,0
3944,0
3950,2
3957,0
3960,8.5
3988,43.5
3992,0
3999,4
4004,5
4007,10.5
4008,3
4014,57.5
4018,9
4020,23.5
4023,18
4028,1
4035,3
4038,8.5
4042,25.5
4043,20
4045,3
4050,1.5
4051,15
4054,1.5
4056,47
4060,29
4064,4.5
4066,0
4068,0
4069,0
4071,14
4072,25
4073,39.5
4075,5
4076,28
4080,57
4083,7.5
4085,0
4095,42
4098,17.5
4101,10
4104,31
4105,-9
4107,1.5
4110,27.5
4112,1.5
4123,0
4129,47
4133,48.5
4145,3
4148,9
4149,0
4151,46
4159,44.5
4165,46
4169,15
4171,21
4173,19
4174,0
4175,51
4177,11
4179,7.5
4181,1.5
4183,20.5
4192,15
4193,15.5
4195,0
4196,3.5
4200,0
4201,4.5
4204,72
4210,15.5
4219,27.5
4220,6.5
4224,0
4233,46
4238,6
4243,1.5
4244,9
4250,49.5
4251,1.5
4252,0.5
4254,22
4262,32
4272,21
4278,17
4283,9
4284,12.5
4285,0
4299,20
4307,1.5
4311,0
4312,95.5
4325,5
4329,0
4338,26.5
4343,13
4344,40
4349,-3.5
4351,15.5
4354,8.5
4359,1.5
4363,34.5
4364,39
4368,47
4370,19
4382,1.5
4384,1.5
4386,131
4393,0
4396,7
4398,0
4400,30.5
4405,0
4407,3.5
4410,86
4411,6.5
4413,1
4422,52
4425,29.5
4427,-1.5
4434,1
4437,44.5
4448,27
4449,0
4453,0
4455,44
4456,78
4457,43
4459,1.5
4465,1.5
4466,34.5
4476,12.5
4479,0
4483,13
4488,36.5
4489,159
4490,138
4491,1.5
4495,33
4500,2
