1001,6
1004,44
1006,0
1008,-1
1009,136.5
1010,0
1012,35.5
1015,0
1022,28
1029,0
1030,16
1031,0
1032,56
1033,32
1035,39
1038,40.5
1043,39
1044,141
1047,68
1051,36.5
1052,0
1053,51
1054,7
1060,15
1061,36
1066,45
1070,45
1071,53
1076,44
1081,53
1083,35
1086,18.5
1087,39
1095,261.5
1101,45
1108,40.5
1109,0
1111,52.5
1120,44.5
1123,0
1124,51
1130,35
1131,34.5
1135,37
1138,35.5
1141,38.5
1142,16
1147,62
1154,0
1155,55
1162,4
1163,42.5
1165,43
1169,21.5
1171,2
1173,3
1174,0
1177,29.5
1178,22.5
1181,0
1184,22
1188,-1
1195,35
1197,39.5
1198,5
1203,-1.5
1206,40.5
1209,73
1212,106.5
1215,36
1225,20
1233,0
1235,35
1238,164.5
1242,0
1246,50
1252,35.5
1256,0
1262,24
1265,8
1267,78.5
1269,3
1272,40
1277,-1
1285,26.5
1287,1
1289,4
1292,35.5
1293,0
1305,20
1306,52.5
1316,8
1319,36
1320,0
1321,36.5
1330,6
1341,56
1347,0
1348,59
1360,39
1363,36.5
1366,54.5
1372,7
1382,50
1387,37.5
1389,38
1393,9
1398,-1
1399,0
1400,37
1402,0
1404,22
1405,4
1409,16
1416,12
1419,0
1421,35
1428,73
1429,37
1433,7
1438,332
1442,18.5
1445,36.5
1446,37.5
1448,12
1452,37.5
1455,8
1456,43.5
1463,6
1468,44.5
1471,43
1472,-1
1478,12
1480,42
1481,59.5
1484,7
1488,43.5
1491,16
1494,70.5
1497,-1
1502,47
1510,-5
1518,-1
1521,55.5
1522,15
1526,34
1527,33.5
1532,202.5
1537,7
1541,-2
1547,38
1553,20
1559,51.5
1569,50
1570,4
1573,17
1579,35
1581,40
1583,52.5
1595,228
1596,55.5
1601,9
1602,18
1603,58
1604,35.5
1605,18
1606,12
1608,182.5
1612,37
1617,0
1624,-4
1626,6
1631,40.5
1636,7
1637,43
1648,70
1649,0
1650,0
1652,10
1655,44
1657,36.5
1663,31.5
1669,0
1679,25
1683,102
1685,0
1686,24
1687,-1
1689,10
1690,4
1692,36.5
1694,70.5
1699,20
1701,-1
1706,0
1709,0
1713,0
1716,8
1717,40
1718,38
1722,4.5
1723,38
1729,68
1736,36.5
1737,36.5
1740,0
1741,9
1753,13
1754,15.5
1759,-6
1761,51.5
1764,4
1768,43
1786,0
1790,31.5
1791,35
1792,4
1794,53.5
1797,36.5
1803,36
1806,35.5
1809,9.5
1810,31
1812,40
1815,36.5
1816,-2
1819,8
1826,113
1828,11
1830,44.5
1831,35
1832,0
1834,52.5
1835,0
1840,1
1842,58
1843,12.5
1844,58.5
1850,36
1852,44
1854,16
1856,43
1859,19
1861,38
1863,36
1864,3
1866,0
1867,28
1876,52
1877,46.5
1881,178
1891,38
1895,0
1898,39
1901,0
1903,0
1908,0
1910,12
1911,51.5
1916,50.5
1919,0
1921,21
1922,36.5
1924,-1
1925,38
1927,88
1930,19
1938,0
1943,35
1944,66
1946,41.5
1962,42.5
1967,50
1974,0
1976,21.5
1977,54
1978,53.5
1980,44
1981,72
1983,0
1985,41
1988,36
1990,28
1991,0
1992,36
1996,36
1999,0
2007,45
2009,35.5
2018,2
2021,30.5
2025,0
2028,0
2030,38
2032,0
2033,36
2039,54.5
2043,91
2048,0
2053,13
2060,11
2062,0
2069,13
2070,35.5
2072,42
2073,-2
2074,0
2077,7.5
2080,43
2087,39
2091,-1
2103,5.5
2104,66
2108,1
2111,38.5
2114,114
2117,4
2123,50.5
2124,0
2134,9
2135,-5
2137,6
2142,0
2146,0
2148,-1
2149,56.5
2150,36
2152,6
2153,2
2154,-3
2160,0
2161,37
2162,53
2167,-1
2170,-1
2172,11
2173,35.5
2179,0
2180,36.5
2181,0
2186,0
2190,0
2195,35.5
2196,10
2197,3
2199,7.5
2202,0
2203,51.5
2206,0
2210,0
2212,0
2213,51.5
2214,0
2219,10.5
2221,55.5
2223,12
2224,40
2230,36
2232,42
2235,0
2237,0
2245,4
2249,37.5
2250,9
2252,9
2256,15
2259,6
2264,0
2272,0
2273,127
2275,9
2277,27
2278,14
2280,0
2282,52
2284,0
2287,22
2289,5
2295,29.5
2297,38
2302,0
2309,0
2312,16
2314,35.5
2319,36
2322,37.5
2324,0
2326,0
2329,35
2335,3
2337,0.5
2344,0
2346,40.5
2351,0
2352,0
2353,0
2355,6
2356,0
2362,0
2364,0
2371,14
2373,15.5
2375,1
2379,37.5
2380,36
2381,0
2384,0
2387,4
2390,15
2392,1
2394,0
2401,79
2403,-11
2404,51.5
2406,12
2412,3
2413,0
2418,11
2419,0
2421,-1
2430,35.5
2431,41.5
2433,57
2441,17.5
2443,5
2444,37
2445,15
2446,38
2447,55
2449,0
2451,12
2455,0
2456,53.5
2461,-1
2470,0
2477,41.5
2484,9
2485,35
2487,0
2494,38
2497,11
2498,38
2500,39
2504,0
2507,39.5
2508,143
2509,29
2511,54
2512,36
2515,18
2517,0
2520,37.5
2521,37
2527,13
2528,0
2529,8
2530,9
2533,38.5
2534,0.5
2535,0
2540,4
2541,16
2546,2
2548,42.5
2554,35.5
2561,0
2563,23
2564,39.5
2569,14.5
2574,39
2577,0
2578,6
2580,35
2592,25
2597,0
2601,0
2602,-5
2606,0
2609,9
2615,0
2620,4
2632,0
2635,0
2637,36
2644,41
2646,37
2647,0
2649,0
2652,0
2663,-1
2675,0
2681,0
2689,13
2694,25
2698,0
2705,0
2706,42
2710,40.5
2713,235
2719,14.5
2720,124
2723,0
2726,-1
2728,62
2730,43
2732,36
2738,0
2743,23
2747,38.5
2749,55
2753,0
2755,0
2756,11
2757,11
2758,22.5
2759,0
2761,0
2762,41
2768,51
2770,37.5
2771,159.5
2780,26.5
2781,31.5
2789,5
2792,58.5
2803,38.5
2807,36.5
2808,40.5
2817,0
2823,5.5
2830,29.5
2838,0
2840,0
2844,110.5
2847,38
2849,0
2854,6
2855,45.5
2856,36
2857,10.5
2858,43
2860,57.5
2866,17
2867,3
2869,6
2870,0
2874,10
2880,42.5
2881,38
2883,0
2884,13
2888,0
2890,2
2892,0
2897,51.5
2901,5.5
2909,0
2910,6
2912,0
2917,0
2918,35.5
2921,17.5
2923,6
2927,7
2929,61.5
2933,55
2934,35
2936,56.5
2941,52
2946,36.5
2948,0
2951,37
2958,12
2960,39
2968,6
2973,0
2977,0
2979,49.5
2983,0
2988,4
2989,0
2991,0
2994,42.5
2999,-2
3000,9
3003,0
3004,10
3005,7
3007,0
3008,-1
3012,21.5
3015,0
3017,10
3019,21
3023,4
3029,52.5
3032,-6
3036,37
3039,5.5
3041,53.5
3045,4
3052,41
3054,-1
3055,0
3056,25
