3418,43.5
3422,41
3428,76
3429,86
3431,2
3433,10
3435,12
3437,-3.5
3440,0
3443,0
3444,0
3445,13.5
3447,0
3453,30
3456,43.5
3460,0
3462,0
3463,24
3465,205.5
3466,63.5
3467,0
3473,79.5
3475,1
3476,19
3482,0
3484,2
3492,17
3497,0
3500,184.5
3502,0
3505,1.5
3506,67.5
3508,0
3510,8
3511,6
3513,0
3516,3
3520,26
3522,48.5
3523,0
3526,44.5
3527,41.5
3530,99.5
3532,26
3534,41.5
3537,0
3539,-5
3541,100
3543,0
3545,9
3546,0
3547,47.5
3549,167
3551,40.5
3552,0
3554,17
3556,0
3557,0
3564,0
3565,7
3566,0
3567,43
3572,47
3573,43
3578,0
3581,3
3583,110
3584,-4.5
3588,18
3590,0
3591,0
3592,41.5
3594,44.5
3595,7.5
3598,-1
3603,1
3604,4
3605,11
3612,63.5
3614,0
3616,0
3618,92.5
3620,0
3622,40
3625,44.5
3628,10
3630,31
3633,0
3635,31
3639,5.5
3640,0
3641,5.5
3642,2
3644,0
3648,-1
3650,8
3655,31
3657,16
3662,48
3665,0
3669,0
3670,65.5
3671,39
3674,0
3678,41.5
3680,40.5
3681,0
3683,0
3691,0
3699,22
3703,71.5
3707,40.5
3709,15
3714,93
3716,9.5
3723,-2
3725,40.5
3726,40
3729,4
3730,41.5
3732,13
3735,25
3736,0
3738,124.5
3740,-3
3743,43.5
3744,76
3745,-1
3747,0
3749,0
3752,23.5
3753,0
3754,4
3755,66
3756,0
3760,0
3761,3
3762,28
3763,41
3768,0
3775,0
3778,72.5
3780,13.5
3783,21
3784,22
3786,-1
3787,66.5
3788,9
3791,5
3792,0
3795,43
3796,2
3797,14
3799,44
3804,14.5
3807,68
3809,15.5
3811,24.5
3812,0
3813,0
3814,43.5
3819,46.5
3820,0
3823,44
3825,41.5
3826,0
3827,22.5
3834,7.5
3836,41.5
3837,16
3838,41
3840,-5
3841,98
3842,8.5
3843,0
3844,12.5
3846,0
3851,0
3852,0
3853,0
3855,248
3858,-4
3859,3
3862,31
3863,6
3864,7
3865,16
3866,52
3867,8
3870,0
3872,11
3874,69
3878,44
3879,0
3886,11.5
3887,0
3888,66.5
3890,14
3891,3
3892,0
3894,52
3896,43
3897,7.5
3898,218.5
3903,-27
3906,2
3907,0
3914,0
3917,0
3919,0
3920,5
3925,0
3930,0
3938,0
3939,0
3941,-4
3942,11
3944,20
3945,1
3946,11
3948,0
3950,18
3952,42.5
3953,41.5
3955,0
3957,46
3960,42
3961,10
3964,0
3971,40
3972,0
3976,0
3978,102.5
3980,2
3982,15
3983,1
3986,0
3988,42.5
3989,0
3992,15
3999,43
4003,0
4004,22.5
4006,22.5
4008,-11
4009,9
4013,0
4014,20.5
4017,0
4019,0
4025,40.5
4027,2
4029,1
4033,22.5
4034,12
4035,50
4042,102
4043,20
4044,0
4045,34
4047,20.5
4050,42
4051,40.5
4052,4
4054,31.5
4056,16
4060,6
4063,9.5
4065,0
4079,0
4083,0
4085,1
4093,8
4098,12.5
4101,47.5
4105,-3.5
4107,0
4116,58
4117,8
4118,6
4126,0
4129,4
4130,66
4133,23
4138,1
4145,19
4148,53
4149,0
4151,40.5
4152,44
4154,0
4159,103
4160,0
4165,19.5
4168,0
4169,3
4171,84
4175,42.5
4176,34.5
4177,0
4179,24
4180,0
4187,1.5
4188,0
4189,0
4190,3.5
4191,5
4192,62
4197,-3
4201,-1
4204,41
4205,0
4206,6
4207,43.5
4209,0
4215,0
4216,2
4219,12.5
4223,4
4225,0
4231,0
4232,4
4233,44.5
4235,0
4236,0
4238,4
4240,0
4243,0
4244,0
4245,0
4247,0
4251,6.5
4252,0
4254,58.5
4255,0
4259,0
4262,41
4263,0
4268,0
4269,1
4272,45.5
4274,0
4282,0
4283,3
4285,32.5
4287,1
4288,3
4289,6
4299,7
4307,-12
4311,41
4312,40.5
4321,8
4323,0
4329,11
4335,0
4337,0
4339,0
4343,40.5
4344,19.5
4349,-2.5
4351,50.5
4353,0
4354,19.5
4359,15.5
4360,16.5
4362,0
4363,32.5
4364,20.5
4366,1
4368,55
4374,0
4382,0
4384,11.5
4386,44.5
4390,3.5
4392,22.5
4393,1
4398,0
4403,1
4405,16
4410,1
4413,12.5
4414,1
4415,25
4417,0
4419,15
4420,2.5
4422,54
4425,47.5
4429,0
4430,0
4437,9
4439,0
4447,-10.5
4449,7.5
4452,13
4453,2
4454,41.5
4455,0
4457,46
4466,49.5
4468,1
4476,6
4480,2
4483,43.5
4484,0
4485,0
4487,1
4488,40.5
4489,14
4490,0
4491,7
4494,0
4505,0
4509,21
4511,2
4515,0
4518,0
4522,22
4523,43
4529,20
4532,8.5
4533,18.5
4534,0
4535,6.5
4539,0
4542,12.5
4545,48
4547,9.5
4549,6
4561,72
4562,41.5
4564,0
4567,42
4568,8.5
4571,2
4575,41.5
4576,0
4578,0
4579,0
4583,55
4584,20.5
4585,0
4590,0
4593,0
4594,0
4595,0
4599,64.5
4600,29
4609,46.5
4610,-4
4611,50
4612,43.5
4617,0
4620,0
4621,20.5
4623,-1
4630,4
4634,4
4636,0
4638,41
4640,42.5
4642,43
4643,8
4646,0
4647,3
4650,6
4653,32
4656,0
4660,0
4663,41
4668,69
4671,1
4673,-3
4676,18
4677,11.5
4678,0
4681,2
4686,0
4687,11.5
4696,15
4698,0.5
4701,20
4702,13
4704,24
4714,1
4717,0
4718,21.5
4719,68.5
4722,40.5
4725,5.5
4727,42
4731,-1
4734,41.5
4735,9
4739,-6.5
4741,8.5
4748,8.5
4750,27.5
4752,0
4753,3
4756,0
4758,-1
4759,40.5
4761,44
4762,1
4763,18.5
4764,1
4766,0
4767,0
4768,44.5
4769,42
4771,0
4776,45.5
4778,1
4783,74.5
4785,40
4786,1
4787,1
4788,40.5
4789,14.5
4790,0
4793,49
4795,4
4799,7
4806,212
4809,0
4812,1
4815,52.5
4823,0
4825,1
4831,42
4832,1
4833,38.5
4834,6
4838,-7.5
4846,56
4848,10
4849,12
4850,26.5
4851,0
4857,0
4860,18
4862,5
4863,44.5
4866,3
4875,0
4876,39
4879,22
4886,5
4887,0
4889,1
4890,43.5
4891,0
4893,0.5
4896,47
4898,15
4901,55.5
4902,34.5
4903,41.5
4905,1
4906,1
4907,46
4908,0
4909,5.5
4916,-4
4917,17
4919,3
4920,53
4925,0
4927,41.5
4934,7
4938,0
4939,0
4941,10.5
4942,7
4945,0
4948,44
4951,1
4956,1
4957,8.5
4958,11
4959,0
4961,15
4963,10.5
4965,9.5
4972,0
4973,44
4978,41
4984,0
4985,0
4986,1
4987,7
4992,13
4994,0
4996,40.5
4999,0
